! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
@"IEA-22-280-RWT_AF29_Coords.txt"       NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
AF29_BL.txt              BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
3.000000                 Re          ! Reynolds number in millions
0                        Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-2.822952                alpha0      ! 0-lift angle of attack, depends on airfoil.
14.457343                alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-11.831291               alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
7.906764                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
2.040922                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-1.288937                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.000000                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.086081                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
200                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.80000000000000e+02  6.93889390390723e-18  5.00000000000000e-02  0.00000000000000e+00
-1.77000000000000e+02  8.25671728253769e-02  5.00000000000000e-02  1.20000000000000e-01
-1.74000000000000e+02  1.65134345650754e-01  5.00000000000000e-02  2.40000000000001e-01
-1.71000000000000e+02  2.47701518476132e-01  5.00000000000000e-02  3.62289624617780e-01
-1.68000000000000e+02  3.30268691301508e-01  5.07374032830467e-02  3.99864385870906e-01
-1.65000000000000e+02  4.12835864126886e-01  6.07484216609630e-02  3.99593589946340e-01
-1.62000000000000e+02  4.95403036952263e-01  7.16691860267459e-02  3.99330215468010e-01
-1.59000000000000e+02  5.77970209777640e-01  1.03026759645092e-01  4.04983844758867e-01
-1.56000000000000e+02  6.60537382603018e-01  1.53299789844624e-01  4.27229721365033e-01
-1.53000000000000e+02  7.43104555428394e-01  2.07631808291088e-01  4.48261607083536e-01
-1.50000000000000e+02  8.26531802970703e-01  2.65849418935940e-01  4.67158408745730e-01
-1.47000000000000e+02  8.74098905665265e-01  3.28066938832363e-01  4.59307674044086e-01
-1.44000000000000e+02  8.19820616527034e-01  3.93366322425076e-01  4.48344169509227e-01
-1.41000000000000e+02  7.78543358972339e-01  4.61142023292497e-01  4.37504081477067e-01
-1.38000000000000e+02  7.39154295791637e-01  5.30538960494652e-01  4.30838725849986e-01
-1.35000000000000e+02  7.00479137389974e-01  6.00883813976521e-01  4.26367842411604e-01
-1.32000000000000e+02  6.61568704298181e-01  6.71458011528745e-01  4.21370047680114e-01
-1.29000000000000e+02  6.21658740830413e-01  7.41363686459972e-01  4.19952518264415e-01
-1.26000000000000e+02  5.80321721853510e-01  8.09892675683933e-01  4.19928658863481e-01
-1.23000000000000e+02  5.37837052915236e-01  8.76401339703280e-01  4.21234117743476e-01
-1.20000000000000e+02  4.93746111398721e-01  9.40165476088906e-01  4.22437292213203e-01
-1.17000000000000e+02  4.48000839188757e-01  1.00037896674963e+00  4.24041852290196e-01
-1.14000000000000e+02  4.00693666978895e-01  1.05648817864831e+00  4.25983304359897e-01
-1.11000000000000e+02  3.51964181926221e-01  1.10804200010969e+00  4.27846819689035e-01
-1.08000000000000e+02  3.02110906052106e-01  1.15432792851111e+00  4.27770833353683e-01
-1.05000000000000e+02  2.51462408053536e-01  1.19479944321818e+00  4.27497710980426e-01
-1.02000000000000e+02  2.00343890753154e-01  1.22919500068370e+00  4.26772535690727e-01
-9.90000000000000e+01  1.49140919050933e-01  1.25738564607479e+00  4.24620768559308e-01
-9.60000000000000e+01  9.83851813580998e-02  1.27866019712581e+00  4.20788278738914e-01
-9.30000000000000e+01  4.86293523707251e-02  1.29269604782849e+00  4.16243653063512e-01
-9.00000000000000e+01 -1.51186313730572e-16  1.30000000000000e+00  4.11669993683036e-01
-8.70000000000000e+01 -4.86293523707252e-02  1.29269604782849e+00  4.01187486706278e-01
-8.40000000000000e+01 -9.83851813581004e-02  1.27866019712581e+00  3.90123150878165e-01
-8.10000000000000e+01 -1.49140919050934e-01  1.25738564607479e+00  3.78960764818967e-01
-7.80000000000000e+01 -2.00343890753154e-01  1.22919500068370e+00  3.66470519837841e-01
-7.50000000000000e+01 -2.51462408053537e-01  1.19479944321818e+00  3.53127731935238e-01
-7.20000000000000e+01 -3.02110906052107e-01  1.15432792851111e+00  3.39491946992536e-01
-6.90000000000000e+01 -3.51964181926221e-01  1.10804200010969e+00  3.25658885743934e-01
-6.60000000000000e+01 -4.00693666978895e-01  1.05648817864831e+00  3.10992044278930e-01
-6.30000000000000e+01 -4.48000839188757e-01  1.00037896674963e+00  2.96300245312722e-01
-6.00000000000000e+01 -4.93746111398722e-01  9.40165476088906e-01  2.81719851299163e-01
-5.70000000000000e+01 -5.37837052915237e-01  8.76401339703279e-01  2.67308857356740e-01
-5.40000000000000e+01 -5.80321721853510e-01  8.09892675683933e-01  2.52926061366171e-01
-5.10000000000000e+01 -6.21658740830413e-01  7.41363686459971e-01  2.38631883920881e-01
-4.80000000000000e+01 -6.61568704298181e-01  6.71458011528745e-01  2.24484838606570e-01
-4.50000000000000e+01 -7.00479137389974e-01  6.00883813976521e-01  2.10567388269213e-01
-4.20000000000000e+01 -7.76654295791638e-01  5.30538960494652e-01  1.98166249966925e-01
-3.90000000000000e+01 -8.51247492940155e-01  4.62719095175517e-01  1.73337253086858e-01
-3.60000000000000e+01 -9.34189776639675e-01  3.92392023714573e-01  1.18180828759367e-01
-3.30000000000000e+01 -1.19522518434011e+00  2.74129907266994e-01  6.13186621196641e-02
-3.00000000000000e+01 -1.28441374412348e+00  2.12040737403023e-01  3.60013077292739e-02
-2.93939393939394e+01 -1.29495365341625e+00  2.03925453227841e-01  3.30968302472079e-02
-2.87878787878788e+01 -1.30456846244464e+00  1.95882469685817e-01  3.02907810264939e-02
-2.81818181818182e+01 -1.31309241592583e+00  1.87571254837715e-01  2.74197688167204e-02
-2.75757575757576e+01 -1.32108117808188e+00  1.79166411796303e-01  2.44018985396276e-02
-2.69696969696970e+01 -1.33036723739202e+00  1.70695909609904e-01  2.13982570808333e-02
-2.63636363636364e+01 -1.34091833372769e+00  1.62300908025618e-01  1.84258654586449e-02
-2.57575757575758e+01 -1.35188937553224e+00  1.54094495372826e-01  1.54946911177892e-02
-2.51515151515151e+01 -1.35530626214275e+00  1.46187180373488e-01  1.26359056619816e-02
-2.45454545454545e+01 -1.34912489470958e+00  1.38609246654960e-01  9.90707041002125e-03
-2.39393939393939e+01 -1.33984771524071e+00  1.31577368154644e-01  7.38411630340870e-03
-2.33333333333333e+01 -1.32923283818685e+00  1.25042761852123e-01  4.97698796330909e-03
-2.27272727272727e+01 -1.31757487408672e+00  1.18868774757777e-01  2.62467346238296e-03
-2.21212121212121e+01 -1.30557610714638e+00  1.12982044146982e-01  3.73235572055904e-04
-2.15151515151515e+01 -1.29258135396094e+00  1.07309207295113e-01 -1.73013166400338e-03
-2.09090909090909e+01 -1.27849852564522e+00  1.01763360250321e-01 -3.63476810813514e-03
-2.03030303030303e+01 -1.26681713430550e+00  9.61411177839775e-02 -5.30818137216152e-03
-1.96969696969697e+01 -1.25390680544087e+00  9.04808356280450e-02 -6.76096303364483e-03
-1.90909090909091e+01 -1.23955023403381e+00  8.50063266345705e-02 -8.12159130935490e-03
-1.84848484848485e+01 -1.22475023982813e+00  7.97477095159179e-02 -9.10584119854589e-03
-1.78787878787879e+01 -1.21057702768253e+00  7.47389675981847e-02 -9.65492129784768e-03
-1.72727272727273e+01 -1.19764450856399e+00  7.00096600850438e-02 -9.97614260838363e-03
-1.66666666666667e+01 -1.18492079553950e+00  6.54793782987540e-02 -1.01112073655847e-02
-1.60606060606061e+01 -1.17130730900289e+00  6.10323007380386e-02 -1.02446832598426e-02
-1.54545454545455e+01 -1.15615441520060e+00  5.65940688624712e-02 -1.02896458760111e-02
-1.48484848484848e+01 -1.14019528345682e+00  5.22128828209602e-02 -1.01989189867306e-02
-1.42424242424242e+01 -1.12475582179321e+00  4.79369689713390e-02 -1.01113145041997e-02
-1.36363636363636e+01 -1.11085179082839e+00  4.37717389803503e-02 -1.00476792970425e-02
-1.30303030303030e+01 -1.09731811368419e+00  3.96433417230852e-02 -9.84087818717160e-03
-1.24242424242424e+01 -1.08260369040858e+00  3.57093830876241e-02 -9.71112269978675e-03
-1.18181818181818e+01 -1.06444739716538e+00  3.21969871798582e-02 -1.00624857918578e-02
-1.12121212121212e+01 -1.03123964315323e+00  2.88753719929989e-02 -1.25946615165164e-02
-1.06060606060606e+01 -9.84455758938955e-01  2.58125712703899e-02 -1.65293594871887e-02
-1.00000000000000e+01 -9.32084778115138e-01  2.32591728517007e-02 -2.06365662138728e-02
-9.39393939393939e+00 -8.71945371661389e-01  2.12080426924145e-02 -2.60171468042496e-02
-8.78787878787879e+00 -7.99424301370594e-01  1.94502621036544e-02 -3.29283887237362e-02
-8.18181818181818e+00 -7.23596331504898e-01  1.79399527722399e-02 -3.95559825372947e-02
-7.57575757575758e+00 -6.49930504158805e-01  1.66115454209314e-02 -4.50909588817754e-02
-6.96969696969697e+00 -5.75776028834383e-01  1.54159958002767e-02 -5.01448857433717e-02
-6.36363636363636e+00 -4.99380275162332e-01  1.44064783931124e-02 -5.51613045713153e-02
-5.75757575757576e+00 -4.19514776856706e-01  1.36238033418113e-02 -6.05466341380054e-02
-5.15151515151515e+00 -3.35010476084615e-01  1.29622172741616e-02 -6.62857222679068e-02
-4.54545454545454e+00 -2.47199264265493e-01  1.24199133756519e-02 -7.19563687917480e-02
-3.93939393939394e+00 -1.60509710518787e-01  1.20308665665391e-02 -7.72188819556628e-02
-3.33333333333333e+00 -7.36615958295063e-02  1.17545577426937e-02 -8.20549415010230e-02
-2.72727272727273e+00  1.38090327576030e-02  1.15362846556478e-02 -8.68358526556598e-02
-2.12121212121212e+00  1.01200018618651e-01  1.13593581807934e-02 -9.14840800948305e-02
-1.51515151515152e+00  1.88203315630361e-01  1.11943111821956e-02 -9.60894363342283e-02
-9.09090909090912e-01  2.75191035337166e-01  1.10943165738508e-02 -1.00344558711424e-01
-3.03030303030302e-01  3.60835175925934e-01  1.10662158820708e-02 -1.04187287900935e-01
 3.03030303030302e-01  4.45890543546783e-01  1.10777946199732e-02 -1.07831780652849e-01
 9.09090909090912e-01  5.30403108952137e-01  1.11282773721005e-02 -1.11298208976210e-01
 1.51515151515152e+00  6.13293261813053e-01  1.11850099208623e-02 -1.14365030838375e-01
 2.12121212121212e+00  6.95590762645499e-01  1.12688454616118e-02 -1.17109242037408e-01
 2.72727272727273e+00  7.77729858374060e-01  1.13963453790079e-02 -1.19859813701361e-01
 3.33333333333333e+00  8.59382242048402e-01  1.15338092222138e-02 -1.22465286033628e-01
 3.93939393939394e+00  9.40453412286960e-01  1.16848711055137e-02 -1.24916969909775e-01
 4.54545454545455e+00  1.02055486903198e+00  1.18898420164425e-02 -1.27169220309896e-01
 5.15151515151515e+00  1.09997209738124e+00  1.21364684308743e-02 -1.29278673061010e-01
 5.75757575757576e+00  1.17884458591512e+00  1.24185806489603e-02 -1.31271715318372e-01
