                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250000       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -5.37486681714094e-03
 9.79320833907514e-01 -2.11775497512046e-03
 9.58578423818091e-01  4.64497530242552e-04
 9.37781893052689e-01  2.36499519999633e-03
 9.16971722015917e-01  3.57657072999728e-03
 8.96193365410735e-01  3.86738521529722e-03
 8.75496171961525e-01  3.19901149458057e-03
 8.54924858104956e-01  1.68044965880842e-03
 8.34516237811999e-01 -5.92826527605625e-04
 8.14303278425363e-01 -3.37772392196598e-03
 7.94320071730885e-01 -6.78729726827724e-03
 7.74598535310507e-01 -1.08216731087057e-02
 7.55167090640528e-01 -1.54539328143946e-02
 7.36027109015766e-01 -2.05607043993270e-02
 7.17176530257153e-01 -2.60420995651720e-02
 6.98616978516051e-01 -3.18328065344198e-02
 6.80339842447875e-01 -3.78482090990967e-02
 6.62339293298988e-01 -4.40247020814410e-02
 6.44602838803806e-01 -5.02881344463726e-02
 6.27114320432116e-01 -5.65616051060212e-02
 6.09862521228595e-01 -6.27865814299328e-02
 5.92833931424506e-01 -6.89012388083650e-02
 5.76021348835858e-01 -7.48619878871391e-02
 5.59412188121207e-01 -8.06113854277700e-02
 5.43004528036026e-01 -8.61195698945596e-02
 5.26793822743180e-01 -9.13487183012603e-02
 5.10782260903788e-01 -9.62796828389659e-02
 4.94972767984025e-01 -1.00896611922769e-01
 4.79365699799706e-01 -1.05172777083946e-01
 4.63968746951562e-01 -1.09095339643656e-01
 4.48789474601862e-01 -1.12347979683803e-01
 4.33833091755610e-01 -1.15270711223392e-01
 4.19110354843309e-01 -1.17888353789407e-01
 4.04626725273605e-01 -1.20205369869103e-01
 3.90394917224920e-01 -1.22257616436919e-01
 3.76415924442757e-01 -1.24026841329711e-01
 3.62701099702614e-01 -1.25552355355369e-01
 3.49254718813269e-01 -1.26826390605268e-01
 3.36082021554149e-01 -1.27864646224439e-01
 3.23189503113988e-01 -1.28686313293143e-01
 3.10580453511536e-01 -1.29299848136554e-01
 2.98258750366457e-01 -1.29710756002436e-01
 2.86227107942252e-01 -1.29933998862094e-01
 2.74488096639893e-01 -1.29980618259693e-01
 2.63042910074409e-01 -1.29852351521228e-01
 2.51893079663725e-01 -1.29559611192824e-01
 2.41038053426226e-01 -1.29133790746433e-01
 2.30478802673409e-01 -1.28412047026280e-01
 2.20213836857555e-01 -1.27159429896362e-01
 2.10243308958910e-01 -1.25732827654034e-01
 2.00563720810780e-01 -1.24158562406156e-01
 1.91174871379692e-01 -1.22431759225455e-01
 1.82074260486409e-01 -1.20566700693689e-01
 1.73259208550981e-01 -1.18572920787449e-01
 1.64727429863296e-01 -1.16458684748437e-01
 1.56475021110621e-01 -1.14234442075215e-01
 1.48497056236865e-01 -1.11915828605856e-01
 1.40789403254105e-01 -1.09511257176526e-01
 1.33347706581493e-01 -1.07029428343788e-01
 1.26169973032289e-01 -1.04471462568821e-01
 1.19248281107671e-01 -1.01853966546095e-01
 1.12578106910303e-01 -9.91844803729485e-02
 1.06156324153850e-01 -9.64642799940550e-02
 9.99752317484250e-02 -9.37068336305652e-02
 9.40304827231135e-02 -9.09157347673045e-02
 8.83118005236850e-02 -8.81081463072280e-02
 8.28197963193105e-02 -8.52777222202957e-02
 7.75474105903570e-02 -8.24319701450752e-02
 7.24860063955768e-02 -7.95816466418761e-02
 6.76357798403454e-02 -7.67219004701316e-02
 6.29884488673630e-02 -7.38624372567378e-02
 5.85381019793984e-02 -7.10070036458639e-02
 5.42841797859567e-02 -6.81522299853523e-02
 5.02171623758230e-02 -6.53094714850782e-02
 4.63271518308043e-02 -6.24862675391827e-02
 4.25991681035046e-02 -5.97002183181657e-02
 3.90367605617159e-02 -5.69420539503787e-02
 3.56409614027924e-02 -5.42032407729558e-02
 3.24109135689494e-02 -5.14850019364510e-02
 2.93417407747398e-02 -4.87851544617461e-02
 2.64366283436010e-02 -4.61034563264180e-02
 2.36850954952549e-02 -4.34411385190486e-02
 2.10925711740028e-02 -4.07986417111278e-02
 1.86526480522846e-02 -3.81745921947380e-02
 1.63645673058414e-02 -3.55739953131594e-02
 1.42140277018634e-02 -3.30044595278731e-02
 1.21915566440490e-02 -3.04706328254698e-02
 1.03454488345596e-02 -2.79459123458377e-02
 8.65139613710338e-03 -2.54304978049886e-02
 7.12197724467002e-03 -2.29369135683597e-02
 5.74513225080089e-03 -2.04732884183018e-02
 4.49336947561516e-03 -1.80394842334649e-02
 3.41740066959416e-03 -1.56395103709930e-02
 2.49331537699884e-03 -1.32724579340702e-02
 1.65822029221571e-03 -1.09382002875685e-02
 1.02634181662598e-03 -8.64950465680481e-03
 6.36635449439043e-04 -6.40991116220149e-03
 3.22489226418957e-04 -4.20896640869886e-03
 8.90695930521435e-05 -2.06618678975386e-03
 0.00000000000000e+00  0.00000000000000e+00
 8.02725759413091e-05  2.06488413416673e-03
 2.63207602938282e-04  4.20488046552724e-03
 4.93378000822041e-04  6.41034709853550e-03
 7.82340665196756e-04  8.67270818361943e-03
 1.23990549487920e-03  1.10015093681426e-02
 1.83580746698646e-03  1.33897223952748e-02
 2.51106587323441e-03  1.58261116324893e-02
 3.33634237161092e-03  1.83166978484184e-02
 4.31833132596896e-03  2.08535519159817e-02
 5.42908680592270e-03  2.34229913139948e-02
 6.71877703484832e-03  2.60270159568882e-02
 8.15773968207852e-03  2.86667248985747e-02
 9.73238408557743e-03  3.13404250989248e-02
 1.14665184992081e-02  3.40469297617008e-02
 1.33401492778917e-02  3.67799113039816e-02
 1.53754036572906e-02  3.95417899292703e-02
 1.75695221150351e-02  4.23209694091215e-02
 1.99354815993528e-02  4.51161544703959e-02
 2.24661257182915e-02  4.79251694337730e-02
 2.51734084974906e-02  5.07406866796120e-02
 2.80271132467430e-02  5.35944243963200e-02
 3.10108152271195e-02  5.65067664837045e-02
 3.41605958836533e-02  5.94388445136646e-02
 3.74909378460581e-02  6.23842236329003e-02
 4.10120124215854e-02  6.53233171163577e-02
 4.47315922406893e-02  6.82555403637057e-02
 4.86415188684162e-02  7.11865312345474e-02
 5.27499349634686e-02  7.41089608143762e-02
 5.70628047870428e-02  7.70187833456243e-02
 6.15773792761443e-02  7.99188265572723e-02
 6.63006544933473e-02  8.28025889514727e-02
 7.12389278870918e-02  8.56642555670389e-02
 7.63909184855595e-02  8.85075686186002e-02
 8.17670160260427e-02  9.13157115419840e-02
 8.73696367800127e-02  9.40892021338986e-02
 9.31997625374461e-02  9.68295759838697e-02
 9.92688851738160e-02  9.95159142031894e-02
 1.05575766287478e-01  1.02153977004586e-01
 1.12124961947504e-01  1.04737697185416e-01
 1.18922119579825e-01  1.07256943596761e-01
 1.25972138843509e-01  1.09702508896859e-01
 1.33277102872893e-01  1.12073520410687e-01
 1.40840491575256e-01  1.14363653975142e-01
 1.48669007670066e-01  1.16553329905679e-01
 1.56764736356690e-01  1.18639640354415e-01
 1.65128929040854e-01  1.20622249405595e-01
 1.73764527432891e-01  1.22495229362592e-01
 1.82675457712446e-01  1.24242770065425e-01
 1.91864194658975e-01  1.25856497686205e-01
 2.01331538955770e-01  1.27335673444094e-01
 2.11080790099172e-01  1.28662569737573e-01
 2.21110998054729e-01  1.29849511874904e-01
 2.31423434109239e-01  1.30898395794566e-01
 2.42020452504541e-01  1.31520312342120e-01
 2.52902515458500e-01  1.31840262575970e-01
 2.64070148694621e-01  1.32065220995517e-01
 2.75523670834452e-01  1.32179130382020e-01
 2.87263007168917e-01  1.32195394640702e-01
 2.99287541526697e-01  1.32087369214145e-01
 3.11597526001422e-01  1.31874266624104e-01
 3.24191820246233e-01  1.31535699576987e-01
 3.37069592201994e-01  1.31065629951409e-01
 3.50229681984917e-01  1.30456779988305e-01
 3.63671000238581e-01  1.29701984869383e-01
 3.77392032730797e-01  1.28798846346562e-01
 3.91390777339800e-01  1.27742269160803e-01
 4.05664790006725e-01  1.26500490510662e-01
 4.20211984588919e-01  1.25082488430495e-01
 4.35028812180241e-01  1.23371134236871e-01
 4.50114415028558e-01  1.21369315369171e-01
 4.65463068468313e-01  1.19178195446400e-01
 4.81073130606475e-01  1.16813380642332e-01
 4.96939588812568e-01  1.14270265160281e-01
 5.13061457709057e-01  1.11570351874445e-01
 5.29431918015839e-01  1.08703902274652e-01
 5.46046758920265e-01  1.05678483717199e-01
 5.62901535118071e-01  1.02501723860151e-01
 5.79991709760401e-01  9.91839514521706e-02
 5.97308179329473e-01  9.57143708147996e-02
 6.14847846811874e-01  9.21142422662608e-02
 6.32602830957673e-01  8.83833813483463e-02
 6.50567809632774e-01  8.45362033211358e-02
 6.68732651847946e-01  8.05671390673383e-02
 6.87093034220542e-01  7.64989340839876e-02
 7.05639423151761e-01  7.23332097783896e-02
 7.24364526275196e-01  6.80832985932267e-02
 7.43260318140986e-01  6.37613395911642e-02
 7.62318918060970e-01  5.93817296574173e-02
 7.81531505044267e-01  5.49566132159488e-02
 8.00887182472051e-01  5.04913618336902e-02
 8.20377295661701e-01  4.60023981837145e-02
 8.39993281268712e-01  4.15083233421211e-02
