                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250000       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -7.76910469708528e-02
 9.73118990043347e-01 -7.92066748922001e-02
 9.46491866703830e-01 -8.34477276958525e-02
 9.20268640358241e-01 -8.98667131729416e-02
 8.94510240327045e-01 -9.78907866464977e-02
 8.69240918102284e-01 -1.06398076849408e-01
 8.44408066475638e-01 -1.15711580127241e-01
 8.19961806640891e-01 -1.25542217486655e-01
 7.95843008396468e-01 -1.35636658241406e-01
 7.72103434477710e-01 -1.46069896800187e-01
 7.48573387940583e-01 -1.56367681108845e-01
 7.25320832714701e-01 -1.66644053925340e-01
 7.02201694012856e-01 -1.76503704284713e-01
 6.79239943234399e-01 -1.85956294647857e-01
 6.56455005188725e-01 -1.94978813426366e-01
 6.33787547733650e-01 -2.03341348122855e-01
 6.11310308332800e-01 -2.11152327265621e-01
 5.88984381212835e-01 -2.18247202630172e-01
 5.66877800337738e-01 -2.24718721089062e-01
 5.45004924097403e-01 -2.30528282452512e-01
 5.23378306180869e-01 -2.35604042454212e-01
 5.02027612964651e-01 -2.39951587832914e-01
 4.80988621850345e-01 -2.43602693381786e-01
 4.60285661429600e-01 -2.46510469671602e-01
 4.39951072659651e-01 -2.48739412373692e-01
 4.20012358349211e-01 -2.50279698610535e-01
 4.00498968510772e-01 -2.51198771849968e-01
 3.81436314101808e-01 -2.51505580189679e-01
 3.62842288234007e-01 -2.51189088806988e-01
 3.44730685048311e-01 -2.50399476564010e-01
 3.27126376237772e-01 -2.49112261445705e-01
 3.10042529812772e-01 -2.46513970364089e-01
 2.93473632002333e-01 -2.43481026528051e-01
 2.77446073993595e-01 -2.40295038322176e-01
 2.61945293571701e-01 -2.36896707048109e-01
 2.47002834194027e-01 -2.33217348239350e-01
 2.32578250388040e-01 -2.29278202858789e-01
 2.18719497810761e-01 -2.25012901400259e-01
 2.05405949333139e-01 -2.20373476886725e-01
 1.92600837639157e-01 -2.15528583976415e-01
 1.80351617856334e-01 -2.10176605320652e-01
 1.68630746920258e-01 -2.04046383031603e-01
 1.57413388961707e-01 -1.98572515507768e-01
 1.46748485332971e-01 -1.93965391401746e-01
 1.36553948581468e-01 -1.89290980042103e-01
 1.26894544995824e-01 -1.84499032114979e-01
 1.17697881130040e-01 -1.79650137171246e-01
 1.09020460772829e-01 -1.74639479403122e-01
 1.00774375376852e-01 -1.69639536387540e-01
 9.30334417533421e-02 -1.64521396495110e-01
 8.57318013924610e-02 -1.59404548287042e-01
 7.88735490095738e-02 -1.54221742443256e-01
 7.24640645029763e-02 -1.49012499082657e-01
 6.64448763762233e-02 -1.43823259113155e-01
 6.08240771518279e-02 -1.38615342175324e-01
 5.55836337904838e-02 -1.33440348609780e-01
 5.06532718646718e-02 -1.28328937380553e-01
 4.61479624787232e-02 -1.23251553861504e-01
 4.18854032034709e-02 -1.18308234254055e-01
 3.80193103395891e-02 -1.13300912547574e-01
 3.44193810412594e-02 -1.08453571863758e-01
 3.11005262346351e-02 -1.03675688597082e-01
 2.80734845426429e-02 -9.89813669725047e-02
 2.52969075534268e-02 -9.43655105550309e-02
 2.27741420211602e-02 -8.98406648480051e-02
 2.04273788124601e-02 -8.54508957732655e-02
 1.83120742315581e-02 -8.11452275926716e-02
 1.63396887762049e-02 -7.70032137532378e-02
 1.45505979842646e-02 -7.29676344231030e-02
 1.28985057319078e-02 -6.90596337615161e-02
 1.14335131084389e-02 -6.52655659888129e-02
 1.00608631152547e-02 -6.16139647748865e-02
 8.88819427396826e-03 -5.80564764810586e-02
 7.80464608489161e-03 -5.46333001227361e-02
 6.87016186915362e-03 -5.13058652561115e-02
 6.03473309792597e-03 -4.81032961607087e-02
 5.29523760761602e-03 -4.50151475223049e-02
 4.66154265885225e-03 -4.20367199164635e-02
 4.09145544252771e-03 -3.91711338550512e-02
 3.58164295603738e-03 -3.64110819030193e-02
 3.13155623084073e-03 -3.37696143858745e-02
 2.73965108038254e-03 -3.12330831274452e-02
 2.40890426242178e-03 -2.87882558632676e-02
 2.09014812837438e-03 -2.64482847663934e-02
 1.78570828445643e-03 -2.42084278985683e-02
 1.51103773299472e-03 -2.20639895879374e-02
 1.27683126852233e-03 -2.00072536381066e-02
 1.06926023450924e-03 -1.80343889979070e-02
 8.75470793786870e-04 -1.61462644871152e-02
 7.02776342353681e-04 -1.43382665019058e-02
 5.56807181583621e-04 -1.26060874238513e-02
 4.48770385204261e-04 -1.09466390716614e-02
 3.67975173046737e-04 -9.35573145757695e-03
 2.57864287628051e-04 -7.83541130554992e-03
 1.08499841261277e-04 -6.38690673359802e-03
 5.44683657637008e-05 -4.99474599014539e-03
 3.22779890484064e-05 -3.66092428824062e-03
 1.57565083062847e-05 -2.38487452947693e-03
 4.81213719994930e-06 -1.16449866817678e-03
 0.00000000000000e+00  0.00000000000000e+00
 3.64194062444033e-05  1.15010025585026e-03
 7.82648848075200e-05  2.33122802987758e-03
 1.57938359360313e-04  3.61907987751406e-03
 2.86600504029025e-04  4.96278889030096e-03
 3.67802248573147e-04  6.37070767487787e-03
 4.32017250687184e-04  7.82418490381693e-03
 5.25016529946961e-04  9.33711951626437e-03
 6.74718150455675e-04  1.09138260258617e-02
 8.45262945475153e-04  1.25613915207693e-02
 1.01824648200736e-03  1.42821621951052e-02
 1.20063059029260e-03  1.60792631560218e-02
 1.40465930436004e-03  1.79530985943388e-02
 1.65376915284977e-03  1.99029402093385e-02
 1.92999080843547e-03  2.19399444175176e-02
 2.21482254839402e-03  2.40699620513169e-02
 2.49477381432770e-03  2.62951338290737e-02
 2.78596594336052e-03  2.86173885480364e-02
 3.13308056730286e-03  3.10273781794089e-02
 3.53063730668373e-03  3.35375561125569e-02
 3.96077055587624e-03  3.61654040432191e-02
 4.43297911045475e-03  3.88984430535557e-02
 4.94877383432829e-03  4.17373327932303e-02
 5.55898616587205e-03  4.46816345237683e-02
 6.25393995506131e-03  4.77397296161269e-02
 7.05305931400791e-03  5.09096449488999e-02
 7.95823713596315e-03  5.41894123621453e-02
 8.98996780400236e-03  5.75765703886074e-02
 1.01456684153969e-02  6.10814391329445e-02
 1.14596370188480e-02  6.46903946148522e-02
 1.28783457289014e-02  6.84397990828873e-02
 1.44590955662309e-02  7.23057118693968e-02
 1.61811116694470e-02  7.62938147375456e-02
 1.80589368681562e-02  8.03935144058529e-02
 2.01031192448615e-02  8.46367577542774e-02
 2.23176398336654e-02  8.90117448739997e-02
 2.47395694946236e-02  9.34960378026647e-02
 2.73706438319078e-02  9.80625377404938e-02
 3.02227434497807e-02  1.02763804064663e-01
 3.33450677115173e-02  1.07555237655513e-01
 3.67362960014578e-02  1.12412416863157e-01
 4.03739335442959e-02  1.17420014657743e-01
 4.43299205786525e-02  1.22469563542607e-01
 4.85996487696287e-02  1.27563492972319e-01
 5.31666109164429e-02  1.32771957135024e-01
 5.81323564331383e-02  1.38003666476613e-01
 6.33969411492483e-02  1.43296642653136e-01
 6.90893212681218e-02  1.48562676415273e-01
 7.51099466904765e-02  1.53946911541181e-01
 8.16240596379002e-02  1.59210793060906e-01
 8.85209054470005e-02  1.64424594908256e-01
 9.58983315380093e-02  1.69651945404176e-01
 1.03746720970695e-01  1.74802486888060e-01
 1.12022663856502e-01  1.79950867365789e-01
 1.20805316230034e-01  1.84958684228988e-01
 1.30054183532216e-01  1.89890840979666e-01
 1.39832286254421e-01  1.94667567970054e-01
 1.50100966656247e-01  1.99349869410473e-01
 1.60883104749692e-01  2.03912235716423e-01
 1.72200440401479e-01  2.08265067333089e-01
 1.84048485087257e-01  2.13923296418365e-01
 1.96447428455658e-01  2.19404207472296e-01
 2.09381507602000e-01  2.24237781692205e-01
 2.22846759265216e-01  2.28640471290097e-01
 2.36858850760117e-01  2.32657499524998e-01
 2.51404583826328e-01  2.36246616524553e-01
 2.66477565775827e-01  2.39508774605638e-01
 2.82073952704745e-01  2.42464296531832e-01
 2.98191782992045e-01  2.45089126682082e-01
 3.14815881766016e-01  2.47452804442740e-01
 3.31943900539522e-01  2.49506324160017e-01
 3.49565141721486e-01  2.51187674096815e-01
 3.67662644820675e-01  2.51712584859160e-01
 3.86231523031088e-01  2.51800301968006e-01
 4.05254916346535e-01  2.51474796118707e-01
 4.24721510790866e-01  2.50658916240036e-01
 4.44612013483326e-01  2.49313765259519e-01
 4.64913474135909e-01  2.47484744511726e-01
 4.85614514167277e-01  2.45224083469959e-01
 5.06690190088094e-01  2.42443637974370e-01
 5.28113334203876e-01  2.39073472699444e-01
 5.49884370437652e-01  2.35282976108759e-01
 5.71990971481633e-01  2.31084738973443e-01
 5.94383494929185e-01  2.26310198917969e-01
 6.17090472348825e-01  2.21192430425948e-01
 6.40058308894916e-01  2.15585607310931e-01
 6.63268473802988e-01  2.09537007008600e-01
 6.86703704803647e-01  2.03027144280344e-01
 7.10311812057124e-01  1.96002519850859e-01
 7.34134109031633e-01  1.88659882526208e-01
 7.58097019797746e-01  1.80847068529485e-01
 7.82197665041143e-01  1.72651892331903e-01
