                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250000       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -1.59069827322493e-01
 9.79751578878840e-01 -1.59169913428432e-01
 9.59727963108306e-01 -1.61801507237863e-01
 9.40272628093450e-01 -1.66879611170553e-01
 9.21280338825723e-01 -1.73295517033307e-01
 9.02856224059299e-01 -1.81505382155873e-01
 8.84970663470621e-01 -1.90830053381478e-01
 8.67561782372031e-01 -2.00932055020683e-01
 8.50489438162079e-01 -2.11551154680276e-01
 8.33682910808440e-01 -2.22643655301804e-01
 8.17093061598217e-01 -2.33939569272854e-01
 8.00722911850678e-01 -2.45424387490296e-01
 7.84683269314363e-01 -2.57245518869113e-01
 7.68763481387897e-01 -2.68980088962460e-01
 7.52913513362265e-01 -2.80362504893821e-01
 7.37205964612636e-01 -2.91841781465264e-01
 7.21586128044629e-01 -3.03318438277175e-01
 7.05877656199933e-01 -3.14508724042053e-01
 6.90174680061567e-01 -3.25519670941290e-01
 6.74467602244663e-01 -3.36345039234215e-01
 6.58760672846026e-01 -3.46968351609115e-01
 6.42891813563591e-01 -3.57116487784360e-01
 6.26890109570536e-01 -3.66786055834662e-01
 6.10906897223681e-01 -3.76248367095567e-01
 5.94745090353657e-01 -3.85098583336248e-01
 5.78568857187278e-01 -3.93634198392900e-01
 5.62214928641635e-01 -4.01458156572947e-01
 5.45856946965393e-01 -4.08945363657483e-01
 5.29321103285261e-01 -4.15579526945406e-01
 5.12764517266843e-01 -4.21700034324801e-01
 4.96076679546608e-01 -4.27212229196578e-01
 4.79290688330729e-01 -4.31931727338072e-01
 4.62487263259311e-01 -4.35911052578447e-01
 4.45729023925000e-01 -4.39246066345997e-01
 4.29003966304323e-01 -4.41786529241972e-01
 4.12354753142702e-01 -4.43519794178726e-01
 3.95829884623094e-01 -4.44535967070961e-01
 3.79462064867615e-01 -4.44877272438631e-01
 3.63297198306169e-01 -4.44299862516953e-01
 3.47361448729344e-01 -4.42953755860565e-01
 3.31660935236231e-01 -4.41208222222100e-01
 3.16295638175436e-01 -4.38496998299078e-01
 3.01260520521711e-01 -4.35169934586534e-01
 2.86523375665629e-01 -4.31418797639689e-01
 2.72153620631267e-01 -4.27103050004722e-01
 2.58214654718526e-01 -4.22097261298403e-01
 2.44643999661630e-01 -4.16695618212788e-01
 2.31552768273407e-01 -4.10691772194840e-01
 2.18826913011316e-01 -4.04402060527283e-01
 2.06494306714092e-01 -3.97768808512054e-01
 1.94658737823047e-01 -3.90687980381474e-01
 1.83209572823346e-01 -3.83357192422230e-01
 1.72289347197173e-01 -3.75610625624550e-01
 1.61684468361913e-01 -3.67775328118585e-01
 1.51617216346439e-01 -3.59565750257731e-01
 1.41931815216182e-01 -3.51230027806825e-01
 1.32680410620712e-01 -3.42693399888064e-01
 1.23864367168133e-01 -3.34001714247156e-01
 1.15505770802725e-01 -3.25135403484326e-01
 1.07469578065344e-01 -3.16235569645910e-01
 9.99308432088890e-02 -3.07168091525370e-01
 9.27121421222145e-02 -2.98094921812447e-01
 8.59299697696275e-02 -2.88924479295356e-01
 7.95275308207878e-02 -2.79721345530708e-01
 7.34931306480189e-02 -2.70501468508312e-01
 6.77757625314476e-02 -2.61300825638991e-01
 6.24711611199649e-02 -2.52073026437351e-01
 5.74403718909670e-02 -2.42902354731725e-01
 5.26437264464912e-02 -2.33803266682758e-01
 4.80989793423290e-02 -2.24781647696806e-01
 4.38724443669445e-02 -2.15811382656005e-01
 3.99834844423062e-02 -2.06886049213824e-01
 3.63441816001918e-02 -1.98050658935242e-01
 3.28735544681975e-02 -1.89338662257011e-01
 2.97701966976035e-02 -1.80677356274477e-01
 2.68203854397053e-02 -1.72146442508794e-01
 2.41339776888132e-02 -1.63708746812999e-01
 2.16590534847348e-02 -1.55385494310368e-01
 1.92923397441649e-02 -1.47205498969395e-01
 1.71632421033618e-02 -1.39132013094595e-01
 1.51271904311367e-02 -1.31203743134703e-01
 1.33457026162836e-02 -1.23381598401694e-01
 1.16036854060980e-02 -1.15714462055076e-01
 1.00766980858443e-02 -1.08163481500301e-01
 8.65141889567480e-03 -1.00752007136708e-01
 7.44693448538310e-03 -9.34571862929930e-02
 6.34419974558672e-03 -8.63011660821876e-02
 5.38458915871161e-03 -7.92770810044645e-02
 4.55153601778492e-03 -7.23874320612669e-02
 3.85657266197808e-03 -6.56315808299468e-02
 3.16390978318000e-03 -5.90233271412450e-02
 2.64155326037727e-03 -5.25475776107265e-02
 2.16565848751712e-03 -4.62154650352584e-02
 1.69482094151897e-03 -4.00337121167060e-02
 1.29279289735364e-03 -3.40029997231110e-02
 9.47954248845385e-04 -2.81344229955488e-02
 6.33991455950022e-04 -2.23027006065633e-02
 4.15508797242051e-04 -1.65735707253383e-02
 1.85726590657451e-04 -1.09699168202677e-02
 3.48564215276122e-05 -5.48645845816040e-03
 0.00000000000000e+00  0.00000000000000e+00
 6.43938434464929e-05  5.60677749451441e-03
 3.12832474586904e-04  1.13315414250636e-02
 4.70401326283672e-04  1.71862385737428e-02
 7.91220091210742e-04  2.31615926358887e-02
 1.13694080469846e-03  2.92660426400383e-02
 1.51816749724807e-03  3.55007191481987e-02
 2.02288398086086e-03  4.18614973010466e-02
 2.48931649204787e-03  4.83621231111372e-02
 2.95040106898975e-03  5.50026660007718e-02
 3.57347559743315e-03  6.17705173283394e-02
 4.21040922650831e-03  6.86818878656304e-02
 4.90165756244251e-03  7.57338864381072e-02
 5.74534568742802e-03  8.29180532870726e-02
 6.72499490564791e-03  9.02365401806927e-02
 7.83882634202242e-03  9.76895166230284e-02
 9.12072732425309e-03  1.05271879751642e-01
 1.05767746503055e-02  1.12982419613023e-01
 1.22043870663299e-02  1.20820481618424e-01
 1.39822994814938e-02  1.28790949949199e-01
 1.58520205093646e-02  1.36906752107960e-01
 1.79248976128531e-02  1.45144663763651e-01
 2.01882120839997e-02  1.53505216740203e-01
 2.25497929602217e-02  1.62014578682842e-01
 2.50952184414417e-02  1.70649258280158e-01
 2.78420848497216e-02  1.79404162414515e-01
 3.08633784697851e-02  1.88253509858727e-01
 3.40650825222603e-02  1.97227123678496e-01
 3.74787057851057e-02  2.06314774936638e-01
 4.12299096155256e-02  2.15462718341008e-01
 4.51204705105637e-02  2.24750970458126e-01
 4.93693970259997e-02  2.34083654021973e-01
 5.38791688737585e-02  2.43500359709645e-01
 5.86624955505332e-02  2.52990895391944e-01
 6.37574408555745e-02  2.62533582091931e-01
 6.91653323913990e-02  2.72121147167064e-01
 7.49855678253580e-02  2.81687058931403e-01
 8.10060597103194e-02  2.91357119737045e-01
 8.75717810011542e-02  3.00905846964983e-01
 9.45663572569673e-02  3.10384540269363e-01
 1.01866931286826e-01  3.19880271784579e-01
 1.09612200573340e-01  3.29226196095383e-01
 1.17742935502356e-01  3.38456726212635e-01
 1.26331186227816e-01  3.47536846457230e-01
 1.35404571329394e-01  3.56424300476929e-01
 1.44884409787316e-01  3.65173794020617e-01
 1.54860345351495e-01  3.73669041235132e-01
 1.65273589385983e-01  3.81954597054782e-01
 1.76258775732892e-01  3.89825130913782e-01
 1.87719288304447e-01  3.97357560260043e-01
 1.99612845576108e-01  4.04590891544312e-01
 2.11967881061983e-01  4.11444221218242e-01
 2.24864225697291e-01  4.17716578715521e-01
 2.38188481203892e-01  4.23547968471117e-01
 2.51906111986435e-01  4.28952875893988e-01
 2.66046568551702e-01  4.33819780741877e-01
 2.80615021220057e-01  4.37995753003410e-01
 2.95497906755386e-01  4.41782392011250e-01
 3.10758780548333e-01  4.44796489842589e-01
 3.26317135852424e-01  4.47249306398270e-01
 3.42166006600963e-01  4.48981753924844e-01
 3.58240440651588e-01  4.50428441712617e-01
 3.74558830275805e-01  4.50868768976238e-01
 3.91063172216867e-01  4.50920814834646e-01
 4.07750283199625e-01  4.50402594840836e-01
 4.24595235773400e-01  4.49369901871024e-01
 4.41545973950441e-01  4.47470719758957e-01
 4.58617242875188e-01  4.45138361567251e-01
 4.75761662052484e-01  4.42180602147687e-01
 4.93013183185577e-01  4.38891407993705e-01
 5.10305179778743e-01  4.34982281454292e-01
 5.27584988059733e-01  4.30371017981409e-01
 5.44914574152928e-01  4.25547609515212e-01
 5.62170879554971e-01  4.20117774572047e-01
 5.79502839760089e-01  4.14441253828331e-01
 5.96788969981601e-01  4.08186561634281e-01
 6.14142106150374e-01  4.01733902253340e-01
 6.31493420678324e-01  3.94908635642000e-01
 6.48771279019716e-01  3.87578801251009e-01
 6.66115464324226e-01  3.80153367027791e-01
 6.83419434575001e-01  3.72186942166673e-01
 7.00624573332736e-01  3.63532110923550e-01
 7.17857883172802e-01  3.54678203956518e-01
 7.35074964958482e-01  3.45554569462411e-01
 7.52244933994930e-01  3.36110469785402e-01
 7.69328007107174e-01  3.26297679676905e-01
 7.86339136309003e-01  3.16171965770246e-01
 8.03361778109008e-01  3.05894497752468e-01
 8.20276459815302e-01  2.95276098193971e-01
 8.37204098626638e-01  2.84535793430055e-01
 8.53941952320312e-01  2.73369800745977e-01
