                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250000       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -2.43176063928626e-03
 9.75869358016011e-01  8.48153460236156e-04
 9.51713770745945e-01  3.29382748197092e-03
 9.27533651423680e-01  4.82408711737224e-03
 9.03376622928991e-01  5.56650927510746e-03
 8.79305683919666e-01  5.40245897816170e-03
 8.55379561482807e-01  4.43995848872246e-03
 8.31647828743507e-01  2.66306850232583e-03
 8.08156171701674e-01  1.62145717963167e-04
 7.84948641016134e-01 -3.01762129556065e-03
 7.62070189568980e-01 -6.84368997070822e-03
 7.39540804929248e-01 -1.12075616091837e-02
 7.17375764007028e-01 -1.60266870416321e-02
 6.95587428995652e-01 -2.12176753061111e-02
 6.74178495385112e-01 -2.67004865703818e-02
 6.53155196468944e-01 -3.24198255127526e-02
 6.32499017174007e-01 -3.82460116509420e-02
 6.12206140654007e-01 -4.41104847133602e-02
 5.92262805014811e-01 -4.99216390871593e-02
 5.72657926158232e-01 -5.56000089609785e-02
 5.53385068413517e-01 -6.10865088138610e-02
 5.34437883751592e-01 -6.63197395006222e-02
 5.15816512007995e-01 -7.12665511949143e-02
 4.97518220805212e-01 -7.58671595583578e-02
 4.79541773250232e-01 -8.00836644678611e-02
 4.61890483144211e-01 -8.38506211517892e-02
 4.44569137353450e-01 -8.71688362076720e-02
 4.27594274148730e-01 -9.00214124941394e-02
 4.10975512593233e-01 -9.24531991748953e-02
 3.94727464516311e-01 -9.44529211569233e-02
 3.78858793078359e-01 -9.59858083349228e-02
 3.63379217489045e-01 -9.71167840101798e-02
 3.48297224590288e-01 -9.79157609258716e-02
 3.33616630552490e-01 -9.84087612603258e-02
 3.19345840648279e-01 -9.85354788737098e-02
 3.05482965630825e-01 -9.84410329474681e-02
 2.92034299336778e-01 -9.81660933679167e-02
 2.78996071350656e-01 -9.76042602223203e-02
 2.66368603606326e-01 -9.68320992306848e-02
 2.54150081794343e-01 -9.59114010419850e-02
 2.42333917317719e-01 -9.47983130203335e-02
 2.30920191345461e-01 -9.35629549266197e-02
 2.19899901112936e-01 -9.21891214095922e-02
 2.09268103946889e-01 -9.06929841449104e-02
 1.99021280996654e-01 -8.91120727401361e-02
 1.89148243523180e-01 -8.74277919163135e-02
 1.79644346026901e-01 -8.56597157023406e-02
 1.70502405818063e-01 -8.38362773268076e-02
 1.61710064106055e-01 -8.19461452750830e-02
 1.53262532482048e-01 -8.00124504950047e-02
 1.45150766315764e-01 -7.80451633713462e-02
 1.37362011616265e-01 -7.60480524933985e-02
 1.29889888827237e-01 -7.40340615959792e-02
 1.22725917476109e-01 -7.20143644268992e-02
 1.15858337400221e-01 -6.99830065738756e-02
 1.09280129998590e-01 -6.79446148442467e-02
 1.02983225727070e-01 -6.59136129540736e-02
 9.69547023891758e-02 -6.38917250777406e-02
 9.11862550060188e-02 -6.18807696326482e-02
 8.56713578105866e-02 -5.98881518889645e-02
 8.04015165454207e-02 -5.79210778263576e-02
 7.53655271316867e-02 -5.60702780161817e-02
 7.05565857874425e-02 -5.42333002224307e-02
 6.59682893739855e-02 -5.24181238556074e-02
 6.15907267428500e-02 -5.06230827519182e-02
 5.74139485022143e-02 -4.88512964596273e-02
 5.34330622659644e-02 -4.71015390553830e-02
 4.96439918854103e-02 -4.53741463103534e-02
 4.60365665729880e-02 -4.36681475931234e-02
 4.26010372457791e-02 -4.19861444490118e-02
 3.93350636315812e-02 -4.03266724232855e-02
 3.62364107602757e-02 -3.86900897938263e-02
 3.32980770185834e-02 -3.70755724765063e-02
 3.05066718861281e-02 -3.54833982367631e-02
 2.78615602542157e-02 -3.39134086364251e-02
 2.53619040501505e-02 -3.23653999832111e-02
 2.30061741652787e-02 -3.08396716122059e-02
 2.07769950369328e-02 -2.93356236375708e-02
 1.86697290890221e-02 -2.78551961357669e-02
 1.66897535131059e-02 -2.63958026228964e-02
 1.48405902560166e-02 -2.49541705519472e-02
 1.31190853979467e-02 -2.35327587365775e-02
 1.15003705763445e-02 -2.21302661090286e-02
 9.99133598275133e-03 -2.07395864400666e-02
 8.59766944676293e-03 -1.93639877431706e-02
 7.32228106688442e-03 -1.80050220669847e-02
 6.16053706434373e-03 -1.66588047426015e-02
 5.08049744436501e-03 -1.53060345318315e-02
 4.10223239216894e-03 -1.38586909365128e-02
 3.24241338745716e-03 -1.24338737031528e-02
 2.51415956790626e-03 -1.10340828638265e-02
 1.93165940620345e-03 -9.65967465831604e-03
 1.44189748586632e-03 -8.30680850707002e-03
 1.02797601681204e-03 -6.97866478619571e-03
 6.97827609865255e-04 -5.68261762865259e-03
 4.34843350075361e-04 -4.42270311613411e-03
 2.40828438852471e-04 -3.20629661415564e-03
 1.07781140043423e-04 -2.03603941517207e-03
 2.93005816856673e-05 -9.89867794463279e-04
 0.00000000000000e+00  0.00000000000000e+00
 2.99747465774782e-05  9.89091803341044e-04
 9.71304434442329e-05  1.99186764592300e-03
 2.50682097092727e-04  3.04880140366252e-03
 4.63828638760642e-04  4.16091884106460e-03
 7.41464326786303e-04  5.33314475145655e-03
 1.08294331647192e-03  6.61132977043169e-03
 1.45158428055733e-03  7.93071853880802e-03
 1.88263228121825e-03  9.29464739133001e-03
 2.39112091147825e-03  1.07001765601697e-02
 2.98230632346942e-03  1.21443817516837e-02
 3.65334368016666e-03  1.36259074173123e-02
 4.40518894497705e-03  1.51446309779719e-02
 5.23093968221907e-03  1.67013073786375e-02
 6.13750591958536e-03  1.82926202330834e-02
 7.15897856595513e-03  1.99164056657995e-02
 8.29156653476650e-03  2.15777261991817e-02
 9.53350208802727e-03  2.32762045041856e-02
 1.08800550472833e-02  2.50100376303613e-02
 1.23219191131652e-02  2.67791247904585e-02
 1.38704999932544e-02  2.85839021033699e-02
 1.55464795408105e-02  3.04220706923264e-02
 1.73509882542434e-02  3.22946500304490e-02
 1.92835202942467e-02  3.42027701469612e-02
 2.13425223865083e-02  3.61438839470442e-02
 2.35374735497425e-02  3.81188963107511e-02
 2.58832452401269e-02  4.01304690944881e-02
 2.83820853923480e-02  4.21774147890123e-02
 3.10341026499019e-02  4.42587683334365e-02
 3.38376596632176e-02  4.63730373818152e-02
 3.68090236086056e-02  4.85210079236855e-02
 3.99561700322590e-02  5.07027358594976e-02
 4.32824910329312e-02  5.29188219277248e-02
 4.67903082381805e-02  5.51609635775011e-02
 5.04898689170196e-02  5.74312131682506e-02
 5.43924480515631e-02  5.97301327858212e-02
 5.85025347929629e-02  6.20577234494169e-02
 6.28213449197172e-02  6.44127204186324e-02
 6.73602909710533e-02  6.67923792101314e-02
 7.21336610013715e-02  6.91852665841995e-02
 7.71457905820929e-02  7.15936751935929e-02
 8.23985398010767e-02  7.40173358097870e-02
 8.79064845798069e-02  7.64533992105411e-02
 9.36794233242564e-02  7.88922435905200e-02
 9.97225212996295e-02  8.13338848143220e-02
 1.06042034943779e-01  8.37780728968204e-02
 1.12653277513054e-01  8.62166690135176e-02
 1.19562985310261e-01  8.86369216904114e-02
 1.26775950979959e-01  9.10342852912350e-02
 1.34306131547939e-01  9.34068936803997e-02
 1.42160396677974e-01  9.57432541996649e-02
 1.50344978239531e-01  9.80385031005352e-02
 1.58872626246891e-01  1.00344333125430e-01
 1.67750982418224e-01  1.02594673407008e-01
 1.76983460587430e-01  1.04766983329875e-01
 1.86582998403804e-01  1.06855514176013e-01
 1.96556068357608e-01  1.08842450771587e-01
 2.06905359710953e-01  1.10709878030101e-01
 2.17642385944804e-01  1.12458010873118e-01
 2.28770086847453e-01  1.14055059107768e-01
 2.40292977745944e-01  1.15492395770575e-01
 2.52218708193355e-01  1.16755068537007e-01
 2.64546885111660e-01  1.17783414781765e-01
 2.77283338708814e-01  1.18627420026161e-01
 2.90428010678905e-01  1.19221792374566e-01
 3.03980532714952e-01  1.19526749663274e-01
 3.17943140439565e-01  1.19602754019026e-01
 3.32311831085912e-01  1.19496053141532e-01
 3.47087636338637e-01  1.19018493569557e-01
 3.62267568025937e-01  1.18295578993494e-01
 3.77850324669941e-01  1.17245838723715e-01
 3.93833009799794e-01  1.15916645175702e-01
 4.10212714147710e-01  1.14321303049677e-01
 4.26987302098564e-01  1.12460991386032e-01
 4.44151884183668e-01  1.10341899276007e-01
 4.61702511866976e-01  1.07958266364466e-01
 4.79633736106600e-01  1.05324622400407e-01
 4.97941269345517e-01  1.02446769343615e-01
 5.16618770354429e-01  9.93368048055372e-02
 5.35658776015153e-01  9.59934994932540e-02
 5.55055108501916e-01  9.24394682198847e-02
 5.74799023572366e-01  8.86791963850608e-02
 5.94878343267051e-01  8.47037434245421e-02
 6.15283885999761e-01  8.05293700048238e-02
 6.36004687198461e-01  7.61673020649876e-02
 6.57035536360392e-01  7.16663146626678e-02
 6.78363752435188e-01  6.70368510375508e-02
 6.99978744657847e-01  6.23056989805833e-02
 7.21867640220775e-01  5.74933199968727e-02
 7.44016407014077e-01  5.26198726280674e-02
 7.66412524739538e-01  4.77164583096781e-02
 7.89041669084013e-01  4.28131266423960e-02
 8.11886995118977e-01  3.79294043798421e-02
